inci_name,cas_no,function
COCCINIA INDICA FRUIT EXTRACT,,en:skin-conditioning
METHOXY PEG-100/EPSILON CAPROLACTONE/SEBACATE COPOLYMER,,en:humectant
PEG-40 SOY STEROL,,"en:emulsifying, en:surfactant"
PINUS SYLVESTRIS LEAF OIL,8023-99-2 / 84012-35-1,en:masking
DISODIUM C12-15 PARETH SULFOSUCCINATE,,"en:cleansing, en:foam-boosting, en:hydrotrope, en:skin-conditioning, en:surfactant"
APHANIZOMENON FLOS-AQUAE POWDER,,"en:emollient, en:foam-boosting, en:skin-conditioning, en:surfactant"
STEARYL HYDROXYETHYLIMIDONIUM CHLORIDE,93783-42-7,"en:antistatic, en:hair-conditioning"
POLYGLYCERYL-6 POLYRICINOLEATE,107615-51-0,en:emulsifying
ISOSTEARETH-25,52292-17-8,"en:emulsifying, en:surfactant"
ACETYL SH-TETRAPEPTIDE-39,,en:skin-conditioning
TDI OXIDIZED MICROCRYSTALLINE WAX,,en:viscosity-controlling
GERANYL BENZOATE,94-48-4,en:perfuming
DINONOXYNOL-4 PHOSPHATE,,"en:emulsifying, en:surfactant"
ISOBORNYL METHACRYLATE,7534-94-3,en:film-forming
HOPLOSTETHUS OIL,91078-99-8,en:emollient
PROPYLENE GLYCOL STEARATE,1323-39-3 / 142-75-6,"en:skin-conditioning, en:surfactant"
COMMIPHORA ABYSSINICA RESIN EXTRACT,9000-45-7,en:skin-conditioning
OXALIS TRIANGULARIS OIL,,en:skin-conditioning
TRICYCLODECENYL PROPIONATE,17511-60-3,"en:deodorant, en:masking, en:perfuming"
MAGNESIUM TRISILICATE,14987-04-3,"en:abrasive, en:absorbent, en:anticaking, en:bulking, en:opacifying, en:viscosity-controlling"
DELPHINIUM CONSOLIDA/LONICERA CAPRIFOLIUM/CALENDULA OFFICINALIS/CENTAUREA CYANUS) FLOWER EXTRACT,,en:skin-conditioning
ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,,"en:emulsion-stabilising, en:film-forming, en:viscosity-controlling"
PANTOTHENAMIDE MEA,,en:skin-conditioning
CARPINUS CORDATA LEAF EXTRACT,,en:skin-conditioning
BIS-BEHENYL/PHYTOSTERYL DIMER DILINOLEATE,,"en:emollient, en:hair-conditioning, en:skin-conditioning, en:viscosity-controlling"
HUMAN AMNIOTIC FLUID INDUCED PLURIPOTENT CELL CULTURE CONDITIONED MEDIA,,"en:emollient, en:humectant, en:skin-conditioning"
OPUNTIA TUNA LEAF EXTRACT,,"en:hair-conditioning, en:nail-conditioning, en:skin-conditioning"
CHOLESTERYL CHLORIDE,910-31-6,en:skin-conditioning
HEXYLOXYACETALDEHYDE DIMETHYL ACETAL,17597-95-4,en:perfuming
METHYLENEDIOXYBENZOYL ETHYL PABA,,en:skin-protecting
TRIMETHYLBICYCLO-2-HEPTANONE,4695-62-9,en:perfuming
PALMITOYL DIPEPTIDE-13,,en:skin-conditioning
RH-POLYPEPTIDE-82,,"en:skin-conditioning, en:skin-protecting"
C30-60 ALKYL DIMETHICONE,,"en:skin-conditioning, en:viscosity-controlling"
PHASEOLUS ANGULARIS CALLUS CULTURE EXTRACT,93685-37-1,"en:antioxidant, en:skin-protecting"
DEXTRIN STEARATE,37307-33-8,"en:anticaking, en:emulsifying, en:surfactant"
CI 75130,7235-40-7,en:cosmetic-colorant
ZOSTERA MARINA CALLUS EXTRACT,,"en:antimicrobial, en:antioxidant, en:skin-conditioning"
PTEROCARPUS SOYAUXII WOOD EXTRACT,,en:astringent
METHOXY-TETRAHYDRO-METHYLENEPYRANYL-PHENOL,128489-04-3,en:perfuming
ORBIGNYA SPECIOSA MESOCARP EXTRACT,,en:absorbent
SAFFLOWEROYL CYSTEINE,,en:skin-conditioning
ISOPROPYL BABASSUATE,,"en:emollient, en:skin-conditioning"
ANGELICA KEISKEI CALLUS EXTRACT,,"en:antimicrobial, en:antioxidant, en:hair-conditioning, en:skin-conditioning"
SODIUM CALCIUM ZINC PHOSPHATE,,"en:abrasive, en:buffering, en:nail-conditioning, en:skin-conditioning, en:uv-absorber"
ISOCETETH-5,,"en:emulsifying, en:surfactant"
PEG-X BIS-(TOCOPHERYL SUCCINATE),,"en:emulsifying, en:surfactant"
DIETHYLHEXYL SUCCINATE,2915-57-3,"en:emollient, en:film-forming, en:plasticiser, en:skin-conditioning, en:solvent"
DIMETHYL ACRYLAMIDE/HYDROXYETHYL ACRYLATE/METHOXYETHYL ACRYLATE COPOLYMER,,en:hair-fixing
P-ANISYL FORMATE,122-91-8,en:perfuming
DESAMIDO COLLAGEN,,"en:film-forming, en:hair-conditioning, en:skin-conditioning"
AESCULUS HIPPOCASTANUM/PAVIA FLOWER EXTRACT,,en:skin-conditioning
SODIUM OLIVAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,,"en:antistatic, en:hair-conditioning"
QUATERNIUM-96,,"en:cleansing, en:hair-conditioning, en:surfactant"
NONFAT DRY MILK EXTRACT,,en:skin-conditioning
LACTOBACILLUS/COCOA FRUIT FERMENT FILTRATE,,"en:hair-conditioning, en:skin-conditioning"
PERFLUOROPERHYDROPHENANTHRENE,306-91-2,"en:skin-conditioning, en:solvent"
CALLIANDRA PORTORICENSIS SYMBIOSOME EXTRACT,,en:skin-conditioning
SALIX ALBA BARK WATER,84082-82-6,"en:astringent, en:skin-conditioning, en:soothing, en:tonic"
DITYLUM BRIGHTWELLII EXTRACT,,en:antioxidant
OATAMIDOPROPYL BETAINE,,"en:cleansing, en:foam-boosting, en:surfactant, en:viscosity-controlling"
GLYCERYL DIHYDROXYSTEARATE,78616-19-0,en:emollient
PHONOLITE,,en:absorbent
EUPHORBIA SUPINA LEAF/STEM EXTRACT,,"en:emollient, en:humectant, en:skin-conditioning"
PEG-10 TRIFLUOROPROPYL DIMETHICONE COPOLYMER,,"en:hair-conditioning, en:skin-conditioning"
POLY[OXYMETHYLENE MELAMINE ACRYLATES/ACRYLAMIDE],,en:film-forming
EPHEDRA DISTACHYA EXTRACT,90028-29-8,"en:emollient, en:skin-conditioning, en:tonic"
LIQUIDAMBAR ORIENTALIS BALSAM OIL,94891-27-7,en:perfuming
EUTERPE EDULIS FRUIT EXTRACT,,en:skin-conditioning
THYMUS CITRIODORUS FLOWER/LEAF EXTRACT,,en:masking
MACROTOMIA EUCHROMA ROOT EXTRACT,,en:skin-conditioning
DECAHYDRO-HYDROXY-TETRAMETHYL-NAPHTHALENE-ETHANOL,55881-96-4,en:perfuming
GLYCINE MAX SEEDCOAT EXTRACT,,"en:hair-conditioning, en:skin-conditioning"
HYDROLYZED LOLA IMPLEXA EXTRACT,,en:skin-protecting
DICOCOYL PENTAERYTHRITYL DISTEARYL CITRATE,,"en:emollient, en:skin-conditioning"
CEREBROSIDES,85116-74-1,"en:emollient, en:skin-conditioning, en:skin-protecting"
TERMINALIA CHEBULA FRUIT OIL,90131-48-9,en:hair-conditioning
CITRONELLYL CROTONATE,68039-38-3,en:perfuming
XYLARIA NIGRIPES FERMENT FILTRATE,,"en:antioxidant, en:skin-conditioning"
ISOBUTYLTHIAZOLE,18640-74-9,en:perfuming
LAURYLGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE,,"en:skin-conditioning, en:surfactant"
NICOTINOYL PENTAPEPTIDE-20,,en:skin-conditioning
CHAMAECRISTA NOMAME EXTRACT,,en:skin-conditioning
PEG-7 PROPYLHEPTYL ETHER,,en:emulsion-stabilising
GUAIACOL PHENYLACETATE,4112-89-4,en:perfuming
SH-PENTAPEPTIDE-5,,en:skin-conditioning
PANAX GINSENG MERISTEM CELL CULTURE CONDITIONED MEDIA EXTRACT,,en:antioxidant
DAUCUS CAROTA SATIVA ROOT WATER,84929-61-3,en:masking
PEG-3 DISTEAROYLAMIDOETHYLMONIUM METHOSULFATE,,"en:antistatic, en:hair-conditioning"
BIS-(C1-8 ALKYL LAUROYL LYSINE DECYLCARBOXAMIDE) DIMETHICONE,,"en:emollient, en:skin-protecting, en:viscosity-controlling"
OLEAMIDOPROPYL DIMETHYLAMINE,109-28-4,en:antistatic
DECANENITRILE,1975-78-6,en:perfuming
PARONYCHIA ARGENTEA LEAF EXTRACT,,en:skin-protecting
ZINC BORATE,1332-07-6,en:antimicrobial
HELICHRYSUM ITALICUM ROOT EXTRACT,,en:skin-conditioning
TRI-C12-15 PARETH-2 PHOSPHATE,,"en:cleansing, en:emulsifying, en:surfactant"
ZEA MAYS GERM EXTRACT,,en:skin-conditioning
IPOMOEA HEDERACEA SEED POWDER,90045-87-7,"en:abrasive, en:skin-conditioning"
INULA CRITHMOIDE FLOWER/LEAF EXTRACT,,en:skin-conditioning
PRUNUS SEROTINA FRUIT EXTRACT,84604-07-9,"en:masking, en:moisturising, en:skin-conditioning"
ARCTIUM MAJUS ROOT EXTRACT,84649-87-6,en:skin-conditioning
MYRISTOYL HEXAPEPTIDE-4,,en:skin-conditioning
PRUNUS AMYGDALUS DULCIS SHELL EXTRACT,,en:antiplaque
ORYZA SATIVA GERM POWDER,68553-81-1,"en:abrasive, en:bulking"
3-HEXENAL,4440-65-7,en:perfuming
POTASSIUM LINSEEDATE,,"en:cleansing, en:surfactant"
PEG-80 METHYL GLUCOSE LAURATE,,"en:emulsifying, en:surfactant"
PEG-15/LAURYL DIMETHICONE CROSSPOLYMER,,"en:stabilising, en:viscosity-controlling"
SEAHORSE EXTRACT,,en:skin-conditioning
METHOXY PEG/PPG-25/4 DIMETHICONE,,"en:emulsifying, en:emulsion-stabilising"
ATRACTYLODES MACROCEPHALA ROOT/STALK POWDER,,"en:abrasive, en:masking, en:skin-protecting"
DILSEA CARNOSA EXTRACT,,en:skin-protecting
RH-POLYPEPTIDE-45,,en:skin-conditioning
SODIUM/ALUMINUM HYDROXIDE/OXALATE/SULFATE,,"en:abrasive, en:absorbent, en:bulking, en:deodorant, en:humectant, en:opacifying"
DITRIDECYL ADIPATE,16958-92-2,"en:emollient, en:skin-conditioning, en:solvent"
TRIDECYL ERUCATE,131154-74-0,"en:emollient, en:skin-conditioning"
C10-16 ALKYL GLUCOSIDE,,"en:emulsifying, en:surfactant"
FOENICULUM VULGARE DULCE FRUIT OIL,84455-29-8,en:perfuming
ACTINIDIA POLYGAMA LEAF EXTRACT,,"en:humectant, en:skin-conditioning, en:skin-protecting"
MENTHYL NICOTINATE,40594-65-8,en:humectant
NELUMBO NUCIFERA SEED POWDER,85085-51-4,en:skin-conditioning
CALCIUM ASPARTATE,21059-46-1,en:skin-conditioning
LOLIUM PERENNE LEAF EXTRACT,90063-63-1,en:perfuming
2‚4-HEXADIENYL ACETATE,1516-17-2,en:perfuming
PRUNUS AMYGDALUS SATIVA KERNEL OIL,90320-37-9,en:perfuming
PEG-5 TSUBAKIATE GLYCERIDES,,en:emulsifying
FERRIC SULFATE,10028-22-5,en:humectant
RIBES RUBRUM FRUIT EXTRACT,84650-22-6,en:tonic
ALLYL OCTANOATE,4230-97-1,en:perfuming
HEXAHYDRO-TETRAMETHYL-METHANOAZULEN-5-YL METHYL KETONE,68039-35-0,en:perfuming
PEG-7 CARAPA GUIANENSIS GLYCERYL ESTERS,,"en:emollient, en:skin-conditioning"
NERYL BUTYRATE,999-40-6,en:perfuming
BEESWAX,8006-40-4,"en:beeswax-absolute--rifm-, en:, en:beeswax-concrete--rifm-, en:, en:beeswax, en:white--apis-mellifera-l.---rifm-, en:, en:bleached-beeswax, en:, en:cera-alba--eu-, en:, en:white-beeswax, en:, en:white-wax, en:, en:yellow-wax"
HELICHRYSUM ITALICUM FLOWER EXTRACT,90045-56-0,en:perfuming
PRUNUS SPECIOSA BARK EXTRACT,,"en:humectant, en:skin-conditioning, en:skin-protecting"
PALMITAMIDOPROPYLTRIMONIUM CHLORIDE,51277-96-4,"en:antistatic, en:hair-conditioning"
HIPPOPHAE RHAMNOIDES HUSK POWDER,90106-68-6,"en:abrasive, en:skin-conditioning"
MUSA BALBISIANA FRUIT EXTRACT,97281-11-3,en:antioxidant
CI 75120,1393-63-1 / 542-40-5,en:cosmetic-colorant
LAURYL OLIVATE,,en:hair-conditioning
1-METHYL-4-METHYLVINYL-CYCLOHEXANOL,138-87-4,en:perfuming
DICAPROLACTONE ETHOXYACRYLATE HEMA IPDI,,"en:binding, en:film-forming, en:nail-conditioning"
DISODIUM LAURETH-5 CARBOXYAMPHODIACETATE,645406-13-9,"en:cleansing, en:foam-boosting, en:hair-conditioning, en:hydrotrope, en:surfactant"
PG-HYDROLYZED KERATIN,,"en:hair-conditioning, en:skin-conditioning"
LACTOFERRICIN,146897-68-9,en:antimicrobial
DISODIUM INOSINATE,131-99-7 / 4691-65-0,"en:emollient, en:humectant, en:skin-conditioning"
ZINGERONE,122-48-5,en:perfuming
MYRISTYL 2-GLYCERYL ASCORBATE,,"en:antioxidant, en:humectant"
C12-13 PARETH-3,66455-14-9,"en:emulsifying, en:surfactant"
GARCINIA INDICA SEED BUTTER,,en:skin-conditioning
PINUS LAURICIO BRANCH/LEAF OIL,,en:masking
TRIMETHYLOLPROPANE TRIS-MERCAPTOPROPIONATE,33007-83-9,en:not-reported
SPHINGOLIPIDS,85116-74-1,"en:emollient, en:skin-conditioning, en:skin-protecting"
ACRONYCHIA PEDUNCULATA BARK EXTRACT,,en:skin-conditioning
VISNADINE,477-32-7,en:skin-conditioning
AMMONIUM BETA-SITOSTERYL SULFATE,,"en:hair-conditioning, en:skin-conditioning"
SERENOA SERRULATA FRUIT POWDER,84604-15-9,en:skin-conditioning
PEG-7 GLYCERYL COCOATE,66105-29-1,
STEARETH-12,,"en:emulsifying, en:solvent, en:surfactant"
Polyquaternium-9,,
SERRALYSIN,37312-62-2,"en:emollient, en:skin-conditioning"
POLYOXYMETHYLENE UREA,68611-64-3 / 9011-05-6,en:bulking
ETHYLHEXYL PELARGONATE,59587-44-9,en:emollient
HYDROXYNONANONE,67801-46-1,en:perfuming
8-TERT-BUTYLQUINOLINE,67634-06-4,en:perfuming
SODIUM/TEA-UNDECYLENOYL HYDROLYZED WHEAT PROTEIN,222400-10-4,"en:cleansing, en:hair-conditioning, en:skin-conditioning, en:surfactant"
RUBUS FRUTICOSUS LEAF CELL EXTRACT,,"en:antioxidant, en:skin-protecting"
SACCHAROMYCES/RICE LEES FERMENT LYSATE,,en:skin-conditioning
CI 73360,2379-74-0,en:cosmetic-colorant
TALINUM PANICULATUM EXTRACT,,en:skin-conditioning
PEG-10 PHYTOSTEROL,,en:emulsifying
POLYPENTAERYTHRITYL-3 OCTAACRYLATE,182072-44-2,"en:binding, en:nail-conditioning, en:viscosity-controlling"
MALUS BACCATA FRUIT/LEAF/STEM EXTRACT,,en:skin-conditioning
BUTENE/PROPYLENE COPOLYMER,29160-13-2,"en:film-forming, en:viscosity-controlling"
RUBUS STRIGOSUS SEED,,en:skin-conditioning
BACCHARIS DRACUNCULIFOLIA HERB OIL,94406-01-6,en:perfuming
DIMYRISTYL TARTRATE,94237-18-0,"en:emollient, en:skin-conditioning"
CHITOSAN ISOSTEARAMIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,,"en:emulsifying, en:hair-conditioning, en:skin-conditioning, en:skin-protecting, en:surfactant"
SODIUM OLEOYL LACTYLATE,42415-80-5,"en:emulsifying, en:surfactant"
FORMALDEHYDE CYCLODECYL METHYL ACETAL,42604-12-6,en:perfuming
PPG-5 LANOLIN WAX,71990-25-5,"en:emollient, en:skin-conditioning"
CRYPTOMERIA JAPONICA BUD EXTRACT,91771-60-7,"en:skin-conditioning, en:skin-protecting"
ETHYLENE/MAGNESIUM ACRYLATE COPOLYMER,27515-37-3,en:film-forming
TETRAMETHYLCYCLOHEXANEPROPANOL,4361-23-3,en:perfuming
SODIUM CHITOSAN RICE BRANAMIDE HYDROXYPROPYLSULFONATE,,"en:emollient, en:emulsifying, en:hair-conditioning, en:skin-conditioning, en:skin-protecting, en:surfactant"
CENTELLA ASIATICA/CHAMOMILLA RECUTITA (MATRICARIA) FLOWER/(CAMELLIA SINENSIS/ROSMARINUS OFFICINALIS /ZEA MAYS LEAF)/(GLYCYRRHIZA GLABRA/POLYGONUM CUSPIDATUM/SCUTELLARIA BAICALENSIS ROOT) EXTRACT,,en:skin-protecting
SORBETH-2 HEXAOLEATE,,"en:emollient, en:skin-conditioning"
SULFATED CASTOR OIL,8002-33-3,"en:cleansing, en:emulsifying, en:humectant, en:surfactant"
AMYL ISOVALERATE,25415-62-7,en:perfuming
GLYOXYLOYL CYSTEINE,,en:hair-waving-or-straightening
RHEUM PALMATUM ROOT/STALK EXTRACT,90106-27-7 / 8016-55-5,"en:astringent, en:skin-conditioning, en:tonic"
EURYA JAPONICA EXTRACT,,en:skin-conditioning
PEG-5 LANOLIN,61790-81-6,en:emulsifying
PEG-2 ISOSTEARATE,56002-14-3,"en:cleansing, en:emulsifying"
DI-PPG-3 CETETH-4 ADIPATE,,"en:emollient, en:hair-conditioning, en:skin-conditioning, en:surfactant"
PICEA GLAUCA BARK EXTRACT,,en:skin-conditioning
LAURYL ALCOHOL,112-53-8,"en:emollient, en:emulsifying, en:emulsion-stabilising, en:viscosity-controlling"
LEUCONOSTOC/GRAPE JUICE FERMENT FILTRATE,,en:humectant
EUCALYPTUS PARVULA LEAF OIL,,"en:astringent, en:deodorant, en:flavouring, en:masking"
QUATERNIUM-30,50978-31-9 / 58748-40-6,"en:antistatic, en:hair-conditioning"
OCTOCRYLENE,6197-30-4,"en:uv-absorber, en:uv-filter"
SH-POLYPEPTIDE-71,,"en:hair-conditioning, en:skin-conditioning"
SODIUM SUCCINATE LAURYLGLUCOSIDE CROSSPOLYMER,,"en:cleansing, en:foam-boosting"
3-DODECYLDIHYDROFURANONE,73263-36-2,en:perfuming
LILIUM SPECIOSUM FLOWER OIL,,en:masking
PORPHYRIDIUM CRUENTUM CULTURE CONDITIONED MEDIA,,en:antioxidant
GLYCERYL ISOPALMITATE,94248-66-5,en:emulsifying
PSEUDOALTEROMONAS FERMENT LYSATE EXTRACT FILTRATE,,en:skin-conditioning
2-HEPTYLCYCLOPENTANONE,137-03-1,"en:masking, en:perfuming"
CRAMBE MARITIMA EXTRACT,93165-14-1,"en:hair-conditioning, en:skin-protecting"
SD ALCOHOL 39-D,,"en:astringent, en:solvent, en:viscosity-controlling"
HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEY,,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
BRYONOLIC ACID,24480-45-3,en:emollient
LACTARIUS HATSUDAKE FRUITING BODY EXTRACT,,"en:emollient, en:skin-conditioning, en:skin-protecting"
HYDROXYCETETH-60,,"en:cleansing, en:surfactant"
DODECANEDIOIC ACID,693-23-2,en:skin-conditioning
NICOTIANA BENTHAMIANA SH-POLIPEDTIDE-45,,en:skin-conditioning
ETHYL CITRATES,172820-60-9,en:hair-fixing
SODIUM TRIDECYLBENZENESULFONATE,26248-24-8,"en:cleansing, en:foaming, en:surfactant"
HEXANOYL DIPEPTIDE-3 NORLEUCINE ACETATE,,en:skin-conditioning
SANTALOL,11031-45-1,en:perfuming
PRUNUS DOMESTICA SEED POWDER,,en:abrasive
PPG-70 GLYCERYL ETHER,25791-96-2,"en:emollient, en:solvent"
PPG-15 STEARATE,25190-52-7,en:emollient
PROPYLENE GLYCOL/SEBACIC ACID/TRIMELLITIC ANHYDRIDE COPOLYMER,,en:film-forming
APRICOTAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,115340-78-8,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
M-TOLUALDEHYDE,620-23-5,en:perfuming
PEG/PPG-12/16 DIMETHICONE,,"en:antifoaming, en:emulsifying, en:skin-conditioning"
POLYGLYCERYL-10 EICOSANEDIOATE/TETRADECANEDIOATE,875112-30-4,"en:hair-conditioning, en:skin-conditioning"
MILKAMIDOPROPYL AMINE OXIDE,188550-51-8,en:hair-conditioning
ISODECYL OLEATE,59231-34-4,"en:emollient, en:skin-conditioning"
ISOBUTYLENE/ISOPRENE COPOLYMER,9010-85-9,en:viscosity-controlling
TETRAHYDROLINALOOL,78-69-3,en:perfuming
AMP-ISOSTEAROYL HYDROLYZED ELASTIN,,"en:hair-conditioning, en:skin-conditioning"
ISOEUGENYL ACETATE,93-29-8,en:perfuming
LACTOBACILLUS/CITRUS AURANTIUM DULCIS PEEL EXTRACT FERMENT FILTRATE,,en:skin-conditioning
PAEONIA LACTIFLORA FLOWER WATER,,"en:antioxidant, en:skin-protecting"
FRAGARIA ANANASSA CALLUS POWDER,1175540-74-5,en:skin-conditioning
COCO/OLEAMIDOPROPYL BETAINE,86438-79-1,"en:antistatic, en:cleansing, en:foam-boosting, en:hair-conditioning, en:skin-conditioning, en:surfactant, en:viscosity-controlling"
RHODOPSEUDOMONAS SPHAEROIDES FERMENT FILTRATE,,en:bleaching
ARTEMISININ,63968-64-9,"en:antimicrobial, en:skin-conditioning"
SACCHAROMYCES/OPAL/MOTHER OF PEARL/TURQUOISE/DIAMOND FERMENT LYSATE FILTRATE,,en:viscosity-controlling
GUANIDINOPENTYL PHENYLISOXAZOLECARBOXAMIDE,,en:skin-conditioning
ISOPROPYL BUTYRATE,638-11-9,en:perfuming
CYSTOSEIRA AMENTACEA/CAESPITOSA BRANCHYCARPA EXTRACT,,en:skin-conditioning
GERANYLGERANIOL,24034-73-9,"en:antimicrobial, en:antioxidant, en:humectant"
GASTRODIN,62499-27-8,en:skin-conditioning
AMARANTHUS HYPOCHONDRIACUS SEED EXTRACT,90320-45-9,"en:antioxidant, en:emollient, en:humectant, en:skin-conditioning, en:skin-protecting"
OZONIZED CASTOR OIL,,en:skin-conditioning
SILVER BENZOATE,532-31-0,en:antimicrobial
SODIUM LAURETH-7 TARTRATE,141250-42-2,"en:cleansing, en:foaming, en:surfactant"
KADSURA JAPONICA BRANCH/FRUIT/LEAF EXTRACT,,en:skin-conditioning
HYDROGEN PEROXIDE,7722-84-1,"en:antimicrobial, en:oxidising"
TRICYCLODECANEMETHYL ISONONANOATE,1550167-48-0,"en:emollient, en:skin-conditioning"
JUNIPERUS VIRGINIANA,94334-11-9,en:perfuming
PENTAPEPTIDE-45,,en:skin-protecting
PEG-4 SORBITAN STEARATE,9005-67-8,en:emulsifying
CISTUS SPECIES RESIN,84775-64-4,en:perfuming
SACCHAROMYCES/MELON FRUIT/SUCROSE FERMENT FILTRATE,,en:humectant
DIETHYL GLUTAMATE,55895-85-7 / 16450-41-2,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
PEG-54 CASTOR OIL,61791-12-6,"en:emulsifying, en:surfactant"
CITRUS LIMON FLOWER/LEAF/STEM OIL,92346-89-9 / 84929-31-7,en:masking
PHENOXYETHYL ISOBUTYRATE,103-60-6,en:perfuming
HYDROLYZED ALBUMEN,91079-84-4,"en:antistatic, en:hair-conditioning, en:skin-conditioning, en:viscosity-controlling"
PIKEA ROBUSTA EXTRACT,,"en:antioxidant, en:skin-conditioning, en:skin-protecting"
TRAPA NATANS PEEL EXTRACT,,en:skin-conditioning
PHENYLACETALDEHYDE DIHYDROGERANYL ACETAL,67634-04-2,en:perfuming
4-TERT-BUTYLDIHYDROCINNAMALDEHYDE,18127-01-0,en:perfuming
PPG-12 DIMETHICONE,68440-66-4 / 68554-64-3,"en:hair-conditioning, en:skin-conditioning"
DIETHYL CARBONATE,105-58-8,en:not-reported
PPG-23-STEARETH-34,9038-43-1,"en:emollient, en:emulsifying"
POLY(METHOXY PEG-9 METHACRYLATE),,"en:film-forming, en:humectant, en:skin-conditioning"
RUBIA CORDIFOLIA ROOT POWDER,91845-24-8,en:skin-conditioning
DIDECYL ETHER,2456-28-2,en:skin-conditioning
HYDROLYZED SWEET ALMOND PROTEIN,235433-31-5,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
BERCHEMIA LINEATA LEAF EXTRACT,,en:skin-conditioning
CARTHAMUS TINCTORIUS FLOWER POWDER,,en:skin-conditioning
ZINC LAUROYL ASPARTATE,899426-42-7,en:binding
WILD BOAR PLATELET EXTRACT,,en:skin-conditioning
BENZIMIDAZOLE,51-17-2,en:not-reported
KJELLMANIELLA GYRATA EXTRACT,,en:skin-conditioning
HYDROLYZED CANNABIS SATIVA SEED EXTRACT,,"en:hair-conditioning, en:skin-conditioning"
ROSA HYBRID FLOWER,,en:skin-conditioning
FAGOPYRUM TATARICUM SEED EXTRACT,,en:skin-conditioning
DISODIUM COCO-GLUCOSIDE SULFOSUCCINATE,,"en:cleansing, en:emulsifying, en:surfactant"
PHENYL TRIMETHICONE,2116-84-9,"en:antifoaming, en:hair-conditioning, en:skin-conditioning"
HALIDRYS SILIQUOSA EXTRACT,,en:skin-conditioning
BIS-HEA POLYCAPROLACTONE DIOL/HDI COPOLYMER,76246-04-3,en:binding
2-HYDROXYETHYL PICRAMIC ACID,99610-72-7,en:hair-dyeing
TEA-ROSINATE,61790-65-5,"en:cleansing, en:surfactant, en:viscosity-controlling"
MACHILUS JAPONICA EXTRACT,,en:skin-conditioning
CERESIN,8001-75-0,"en:antistatic, en:binding, en:emulsion-stabilising, en:hair-conditioning, en:opacifying, en:viscosity-controlling"
PRUNUS SUBHIRTELLA ASCENDENS LEAF EXTRACT,,en:skin-conditioning
CI 45370,4372-02-5 / 596-03-2,en:cosmetic-colorant
TETRAMETHYLBICYCLO-2-HEPTENE-2-PROPIONALDEHYDE,33885-52-8,en:perfuming
POLYPENTAERYTHRITYL TEREPHTHALATE,,en:film-forming
VITIS VINIFERA,85594-37-2 / 84929-27-1,"en:masking, en:skin-protecting"
PELVETIA SILIQUOSA EXTRACT,,"en:antioxidant, en:humectant, en:skin-protecting"
PEG/PPG-23/6 DIMETHICONE,,"en:emulsion-stabilising, en:surfactant"
ALPINIA INTERMEDIA LEAF/STEM POWDER,,"en:humectant, en:skin-conditioning"
PANAX GINSENG ROOT CULTURE CONDITIONED MEDIA,,"en:hair-conditioning, en:skin-conditioning"
MONASCUS/RICE FERMENT FILTRATE,,en:skin-conditioning
CENTELLA ASIATICA/CHAMOMILLA RECUTITA FLOWER/LEAF)/EXTRACT,,en:skin-protecting
UBIQUINOL,56275-39-9,"en:antioxidant, en:humectant, en:skin-conditioning, en:skin-protecting"
COMMIPHORA GILEADENSIS FLOWER EXTRACT,,en:skin-conditioning
CI 40850,514-78-3,en:cosmetic-colorant
HEMOCYANIN,9013-72-3,"en:antimicrobial, en:antiseborrhoeic"
LITHOSPERMUM ROOT EXTRACT SERUM ALBUMIN SUCCINATE,,en:skin-conditioning
PEG-20 CASTOR OIL,61791-12-6,"en:emulsifying, en:surfactant"
DISODIUM LAURYL PHOSPHATE,50957-96-5,"en:emulsifying, en:surfactant"
ISOSTEARAMIDOPROPYL MORPHOLINE,72300-23-3,en:antistatic
PYRUS MALUS FIBER,85251-63-4,"en:abrasive, en:binding, en:emulsion-stabilising, en:viscosity-controlling"
SACCHARINA ANGUSTATA/UNDARIA PINNATIFIDA EXTRACT,,"en:emollient, en:skin-conditioning"
MYRISTAMINE OXIDE,3332-27-2,"en:antistatic, en:cleansing, en:emulsifying, en:foam-boosting, en:hair-conditioning, en:hydrotrope, en:surfactant"
EPSILON-CAPROLACTONE,502-44-3,en:not-reported
SIDERITIS PERFOLIATA FLOWER/LEAF/STEM EXTRACT,,en:antioxidant
CYMBOPOGON WINTERIANUS HERB EXTRACT,91771-61-8,en:perfuming
TITHONIA DIVERSIFOLIA FLOWER/LEAF/STEM EXTRACT,,en:skin-conditioning
POLYVINYL ISOBUTYL ETHER,9003-44-5,en:film-forming
ACETYL TETRAPEPTIDE-11,,en:skin-conditioning
POTASSIUM COCOATE,61789-30-8,"en:emulsifying, en:surfactant"
TOCOPHERYL DIMETHYLGLYCINATE,124508-70-9,"en:antioxidant, en:skin-conditioning"
PALMITOYL PG-TRIMONIUM CHLORIDE,,"en:antistatic, en:hair-conditioning"
